text,label
ليه الكلب بدل ما يقول نو نو نو ، بيقول هو هو هو ؟ علشان فاقد الذاكرة.,
كان في واحد معلم حكم الشهرية خلصت وكان خارج من البوشطة، تلاقى طلاب وقالوا له: ربي يخليك فرحي الوليدات قال له المعلم: روح قال لهم: غدوة ما تقرأوش.,
هادا واحد المكلخ حلم براسو تجمعو عليه رباعة ديال الدراري بغاو يسلخوه الغد ليه جمع صحابو كاملين وجابهوم ينعسوا معاه ف الدار.,Morocco
محشش زوجته تبي تطلق منه قالها القاضي ليش تبين تطلقين قالت له لأن زوجي حيوان قالها ليش تزوجتيه قالت له مكنت أدري أنه حيوان قال المحشش كذابة والله كانت تدري.,Saudi
أغبياء يبون يفجرون مبنى حطوا قنابل في الدور الاولوطلعوا السسطوح !!,Qatar
محشش أتصل على مطعم قريب منه، وسأل هل لديكم عشاء؟ فرد عليه الرجل وقال نعم لدينا.. فقال المحشش ولماذا لم يعزمني أحد!,Yemen
سكران سال محشش قال وش اسم اخوانك ؟؟ قال:كلهم محمد الا خالد اسمه فيصل !!!,Saudi
واحد بيغزل زوجته، وقالها: تدري أنتي لو بالهند كانوا عبدوكي، قالت ليش، هل أنا ملكة، قالها لا أنتي بقرة.,Yemen
مرة زوج من المجانين هربوا من المستشفى وركبوا السيارة لهم قال الأول للثاني دور على اليمن الثاني رد وقال له دور انت راني نسوق.,
"في فصل كله حمير و اغبياء ,, امشي قالت الابلة من ايقولي جملـــة   اسمية,,,ناض الفلتة فيهم على اساس   قال لها ( البـــكندا يشرب الشاي) قال له شاطر قمعز   امشي قالت من ايقول جملة تانية ناض نفس الطالب   قال لها: البـــكندا يشرب الشاي ) ,, قالت تي مش قلتها توا هادي   قاللها لالا هادي الطاسة الثــانيــة",Libya
في واحد أكل صفوف قام تدشى تلاميذ.,Libya
في واحد بخيل مات من السهر ليه؟؟؟؟؟؟؟عشانه حلم انه يوزع فلوس وحلف انه ماينام,Saudi
احد راح يخطب لقى العروسة حاطة ليلونتي قالها: تقبلي وكان جيب بلحية ملصقة بالسكوتش؟,Tunisia
مرة واحد كان عنده كتكوت مفترس، كل ما يدخله قفص الفراخ يقوم الكتكوت ياكلهم، راح صاحب الكتكوت راميه في الصحرا، صعب عليه الكتكوت وراح يشوفه بعد 3 أيام، لقي الكتكوت مرمي عالأرض والنسور بتحوم حواليه، الراجل قاله: يا حبيبي إنت متت؟ قام الكتكوت وقال له: يخرب بيتك بوظت الكمين.,Egypt
واحد الدري مودة هادي ماشاف واحد صاحبو قال والله حتا نمشي نسول عليه سول الأستاذ واحد التلميد باش كتحلم قال ليه الدري كنحلم نشد 10000 درهم ف الشهر بحال الوالد قال ليه الأستاذ علاش باك كيشدهم قال ليه الدري لا حتى هو غير كيحلم.,Morocco
مرة محشش واقف قدام المكيف، ويقول للمكيف بقولك لا تنفخ في وجهي.,Saudi
واحد راح يخطب هو والاهل تاعه كي شاف العروسة ما عجباتوش قال للاهل تاعها ماعنديش الصداق وما عنديش حق الدهب وعندي عامين ما خدمتش وما عنديش دار والفقر حاكمني من كل جهة  قالو باباها يا وليدي نورمال حنا يهمنا الهنا والسترة وإن شاء الله من بعد العرس تتحسن حوالك المهم نقراوا الفاتحة. قالو ما رانيش حافظها.,Algeria
واحد قصير جدًا أتزوج وحده قصيرة جدًا، خلفوا ولد انتحر على الرصيف.,Yemen
الأبجيب ليا كاس ديال الماء الإبنشد الأبناس كيقولوا تفضل يا الحيوان الإبنتفضل يا الحيوان.,Morocco
مرة واحد بدوي عرف ان الجلد موضة مشي عريان.,Libya
واحد تكسرلو لفابو فالليل ناض يسقموا هوا ومرته شدتله الضو بش تضوي تحت اللفابو ... معرفش قالتله: شد الضو هات أنا نسقمه، وسقمتها، قالها: شفتي لازم نعلمك تشدي الضو.,
قالك واحد زاطل عفس زوج الطونوبيل واحد مات و الثاني بدا يعيط و يبكي قالو الزاطل:لي قتلتو ما هدرش و نتا راك تعيط و دير السمير .,Algeria
مدرس رياضة تاه وعند البحث عنه وجدوه تحت الجذر التربيعي.,Libya
قال لك: خطرة واحد بلع نص حبة كاشي نتاع الرقاد رقد بعين وحدة.,
في ذباني شرب حلبة طحس قلبة,
تم تكويت فريق المنتخب السوداني لكرة القدم فكان أول نشاط للفريق هو اسبوع استراحة.,
في واحد قروي شجاع رجله كانت توجعه فذهب للدكاترة فقالوا له : يجب قطع رجلك . فاخذ القروي الساطور وقطع رجله بنفسه دون تخدير ! فصفق له الدكاترة لشجاعته . فمد القروي رجله الثانية وقطعها!...,Tunisia
خطرة صحبتي تعرفت على واحد غير في تلفون وهو وليد فاميليا ايا قرر باش يجي يشوفها قاتلي خفت نروح وحدي والله غير تروحي معايا ايا غاضتني وقلت معليش السيد ناويها نروح معاها بلاك على ربي تتزوج ونتهنا منها ايا تلاقينا.,
في واحد ضاق خلقه..  لبسه لأخوة الصغير,Libya
بنت متهمة بجريمة قتل، قالت : أنا بريئة صدقوني، قال القاضي : بس كل الأوصاف منطبقة عليك، ذكية، رشيقة، جميلة، جذابة، استحت البنت وقالت : عجب أنا صح .,Tunisia
مرة جبنة حبت تزغزغ جبنة تانية قامت قالت لها كيري كيري كيري.,Libya
* في سـمكـتـيـن طاحتا في شبكة صياد قالت وحدة للثانية رحنا تونا .,Libya
واحد غبي حلق شنبه دخل على أهله وقال تصدقون معرفتكم,Saudi
قالك مرة كان واحد بخيل ماراً في شارع مظلم ومعه ورقة نقدية ودينار، سقط الدرهم منه فأحرق الورقة النقدية للبحث عنه .,
واحد زعلان من أبوه وأمه ليش؟ علشان ما عزموه على زواجهم.,Saudi
هذا واحد العروبي بغا يزوج ولدو، ولكن ولدو مابغاش، الله يهديك تزوج، لا والو يا با، فأجابه أبوه صارخا: شوف إلا مبغيتيش تتزوج، فرق عليك لبهايم عفاك، راه شركة سنطرال ليتيير كيتشكاو من الحليب .,Morocco
"قالك ثلاث قطط جنس إناث , كانوا بالحمل , راحو لمستشفى القطط , الممرضة سألتهم كيفاش هزيتو الحمل , الأولى قطة فرنسية قالتلها : تعرفت على فرونسوا وحبينا بعضانا وبعد سنتين زواج قررنا نخلف قط , راحت للثانية وسألتها : كيف حملت ؟ ردت الثانية وكانت مصرية : أنا حبيت أحمد وتجوزنا بعد قصة حب جميلة وأخيرا قررنا نخلف حتة قط صغير , الممرضة فرحت , راحت للأخيرة وكانت جزائرية وقاتلها : أنتي كيف حملت ؟ ردت الهرة المغبونة : يا بنتي كنت نمشي , لقيت عظم مرمي , انحنيت باش نهزو , منعرف الضربة من وين جات ؟",
واحد السيدة مشات للمقاطعة باش تصوب شهادة السكنى لرا جلهاسولها المقدم واش راجلك تيعيش معاكقالت ليه لا تينعس معايا ديريكت.,Morocco
مرة واحد صاحب شركة بامبرز للاطفال داخل السجن وخرج بكفولة.,Saudi
قال بدن يعملو مستشفى مجانين بحمص آمو سقفوا حمص.,Syria
"زوج تزوجو , وبعد 20 سنة زواج المرأة حملت , ما تفاهموش , هو قالها نسميه خير الدين , وهي قاتلو خير الله , المهم , كي ولدت طفل خرج صغييييييييييييييير سماوه ” خير من بلاه ” .",Algeria
إذا شعرت برعشة في جسدك في أول أيام عيد الفطر لا تقلق هذا إبليس يعيد تفعيل الخدمة معك مرة أخرى بعد رمضان.,Yemen
واحد راح مطعم يأكل لقي فأر ميت في الشوربة، راح يشكي قالوا له: مازالك 5 فيران وتربح معانا في الطومبولا.,Libya
في دكتور في مستشفى المجانين شغل لهم المسجل قاموا يرقصون كلهم الا واحد جالس قاله الطبيب لية ماترقص معهم قال: انا العروسة,Yemen
أب كسلان قال لولدو الكسلان: قوم افتح الباب لامك، الإبن: إفتحلها أنت مش هذي مرتك؟ الأب: قوم يا ولدي هذه أمك، الابن: ومرتك ثاني قوم انت افتحلها، الأب: يا مرأة إنت طالق بالثلاثة، قوم ضرك أفتح الباب لأمك ورد بالك تقلي مرتك.,
واحد تعرف على بنية قاللها ايا نخرجو الليلة بعد شقان الفطر ياخي قالتلو يزي احشم راوهو عندي déjà صاحبي قاللها عادش بيه ياخي مسمعتش بل ortabilité ؟؟.,Tunisia
هو الحليب milk ولا ايجار.,Libya
ست ركبت اتوبيس وهى شايلة ابنها الصغير، جت تدفع التذكرة الكمسارى اتخض أول مابص للولد وقال: اللهم احفظناانا عمرى ما شفت عيل وحش كدة، غطيه يا ست حرام عليكى! الست زعلت قوى، وقعدت فى كرسيها تعيط بحرقة، الراجل اللى جنبها سألها: مالك يا مدام، بتعيطى ليه؟ الكمسارى ده ماعندوش دم، قل أدبه علي وانا خفت أرد عليه تخافى تردى ليه؟ الاتوبيس ما فيهوش رجالة؟ردى عليه ولو فتح بقه بكلمة نخرشمه عندك حق، أنا حأروح أبهدل كرامته عداكى العيب، شايلينى النسناس بتاعك بقى علشان تعرفى تتخانقى براحتك .,Egypt
قالك مره في واحد تنبال للمليون.. قعمز تحت نخلة مشي فتح فمه يتاوب طاحت في فمه تمرة قال واللهي ماني مضغها .,Libya
صعايدة وفلاحين بيحششوا بوكس الأمن المركزي كبس عليهم الفلاحين استخبوا في الغيط والصعايده استخبوا في البوكس.,
واحد محشش راح البنك ومعه حبل الناس قلوله رايح فين قالهم رايح اسحب الفلوس من البنك,Yemen
قالك واحد النهار واد الجابوني هو ماصو و المالوفري تاعه جزايري، قالك الجابوني بدا يخدم والمالوفريالجزايري يجيبلو فالصوالح.. ، قالك الماسو الجابوني طاح من السلوم قالك وعاود ولّى يخدم، ايا المالوفري تاعنا راح عند الطبيب وقالو : جيت عندك باش تعطيني مالادي تاع الخُلعة,Algeria
كان في واحد النهار والواحد كان محشش راح لبيتهم لقى أخوه راقد راح جاب شفرة، وقطع له رأسه وقال: ليماه كي غادي ينوض أخويا، وما يلقاش رأسه غادي يموت بالضحك.,Morocco
واحد سأل صاحبو قالوا كيفاش دخلت للسينما بلاش تذكرة؟ قالوا الثاني دخلت بظهري ظنوني خارج؟,
– اتنين اغبياء ماشيين فى الشارع قابلتهم مذيعه سألت للأول: وش تمثلك الجزائر؟؟ قالها: الجزائر…. يما وقالت للتانى: وانت..وش تعنيلك الجزائر؟؟ قال لها: ام السيد لى كان يحكي معاك وسي با لابين نحكي عليها,Algeria
تراهن بخيلان على من يبقى تحت الماء أكثر سيدعو الأخر للعشاء.. فلم يخرج أحد منهما حتى الآن ?,Algeria
يقولون في دراسة إن المرأة إذا كان قدامها رجال جميل ما تقدر تكذب، فلو زوجتك كذبت عليك أعرف أن وجهك زي صحن الفول.,Saudi
محشش راح لمطعم قالهم عندكم حلقات بصل؟ قالوله آه، قالهم تمام أعطوني الحلقة الأخيرة.,Yemen
حمصي ماشي بالشارع قام شاف سيارة عليها لوحة مكتوب عليها احذر الدهان قام وقف و صفن شوي و فكر وقال آآآهأزرق .,Syria
واحد غبي نايم جنب مراته فبتقوله بردانه قالها اتغطي كويس قالتله ياراجل لسه بردانه قالها اتغطي كويس اوي قالتله يا راجل بقولك بردانه قالها اتغطي كويس اوي اوي قالتله انا لما كنت عند ماما كنت اقولها بردانه كانت بتحضنى قالها ده اللي ناقص اجيب امك تنام في وسطينا,Egypt
19.محشش راح الدكتور يشكي انه كل ما ينام يحلم بحمير يلعبوا كرة قدم، قله الدكتور: جرب ما تنام اليوم، رد المحشش: مستحيل، اليوم النهائي,Saudi
واحد كذاب ادعى بلي راح لمكة يحج سقساه واحد قالوا واش شفت في الحج قالوا ابى جهل راكب bmw ماتركيل 49 عام 2012 .,Algeria
هدا واحد ربح في لوطوالرهان يعني قال نشرجيهايعني نفليكسيها كاملة في التيليفون فليكساها كي كمل ردت عليه خدمة الزبائن قاتلوا رصيدك الى يوم القيامة .,
مسطول احوص دايرين يشنقوهو سألوه: امنيتك شنو؟ قال: اشوف نفر واحد بس,Sudan
مرة مدرس كيمياء مراته جابت ولد سماه سامي أكسيد الكربون.,Libya
ليه النملة لازم ترفع يديها وهي بتمشي على البحر؟ عشان حاطه مناكير.,Saudi
كان وحد متفاتن مع مرأة غير بلهدرا هو يهدر وهي تهدرومن ثم قالت له : لكان تزوجة شيطان لم اتزوج بك ثم رد لها قال : حرام الاخت تتزوج بأخيها…ههههههههههههه,
في يوم وقع حادث بالعاصمة نتاع الدزاير و تلموا الناس و جا راجل فضولي متأخر وماقدرش يشوف فراح يبكي ويصيح ابتعدوا راني من أقارب الضحية وكي وصل لقا الضحية حمار.,Algeria
مدرس كيمياء خلف ولد سماه ثاني أكسيد الكربون.,Saudi
واحد يسكن في القرية دا الباك وباه يروح للجامعة خاف يضحكو عليه قالتلو أمو روح برك النهار اللول يضحكو عليك والنهار الثاني يضحكو عليك والنهار الثالث توالف وتروحلك العقدة قالها : مالا حتى النهار الثالث.,Algeria
واحد تعرف على بنت قاللها شنى اسمك قتله -وعد- قاللها والله مانى مقايل لواحد,Libya
سألو واحد بخيل آش تعمل لو الدنيا بردت؟ قال نقعد جنب الشوفاج. قالو ولو الدنيا بردت أكتر؟ قالنقرب من الشوفاج. قالو ولو بردت أكتر؟ قال نلصق في الشوفاج. قالو باهيولو بردت أكثر و نزل ثلج؟ قال وقتها أنشغل الشوفاج وأمري لله.,Tunisia
"فيه ابلة تشرح للطلبة درس الاتحاد قوة امشي نوضت طالب اسمه ابو عجيلة ..قالت توا بنعطو لي بوعجيلة عصى وحدة بكسرها ,,طربق بوعجيلة العصى,,قالت توا بنعطو ابو عجيلة عصاتين مع بعض,, طربق بوعجيلة العصاتين ,,,بعدين قالت توا بنعطو بوعجيلة الحزمة كلها ما يقدرش ايكسرها ,,,امش طربق بوعجيلة الحزمة كلها,,,قتـتله افلقــت الدرس يا بوعجيلة",Libya
في نملة اتزوجت نملة جابو ولد سمو لا تدعسني.,Libya
هناك فتاة صغيرة تمسي رمضان وحين أصابتها الشيخوخة تحولت لعيد الفطر.,
واحد قاعد في الدفن سأل رفيقه أنت عزيت؟ قاله لا انا على المازوت.,Libya
واحد سألوه كيفاش نفرقو بين الذبانة الذكر و الذبانة الانثى، قالهم: كانها ديمة لاصقة للمراية راهي ذبانة انثى وكأنها ديمة دايرة على الماكلة راهي ذبانة ذكر.,Tunisia
زوجة سعودية تقول لزوجها المحشش على السريع تتصل وتلغي كفالة السواق الحقير يبغى يدبحني وحاول مرتين قاله زوجها مو مشكلة نعطيه فرصة ثالثة,Saudi
ليبي أجر حوش مسكون وقعمز يسكر ويدخن في الحشيش .الجن قال خلي نطلعله نخوفه شوية هالحيوان.المهم الجن طلعله وقعمز قدّامه قاله نحصلو سبسي؟ الراجل قاله تفضل.الجن إستغرب لما لقى الراجل ماخافش.فتح بطنه وطلع عيونه وطلعله مرة ثانية قاله نحصلو سبسي ؟ الراجل قاله تفضل. الجن زاد تنرفز مشي حول العمود الفقري وقطع يده وكسر رجله وزاد طلعله قاله نحصلو سبسي ؟ الراجل قاله إنت مش ملاحض بأن الدخان دمرلك صحتك ؟,Libya
زوج تزوجو، وبعد 20 سنة زواج المرأة حملت، ما تفاهموش، هو قالها نسميه خير الدين، وهي قاتلو خير الله، المهم كي ولدت طفل خرج صغييييييييييييييير سماوه ” خير من بلاه ”.,Algeria
فتاة تزوجت من خلف والدها، عندها لف والدها و رآها.,Algeria
هادي واحد الخايبة شافت وجهها ف المراية وقالت: هادو اللي كيصايبوا المرايات ولاو غير كيركعوا.,Morocco
مره مرأة جابت طفل وحارت واش تسميه كل ما اتسميه اسم تقول طويل قللها راجلها سميه إستيك طولى وقصرى فيه كيف ما اتحبى.,Algeria
واحد كسول جدا راح للحلاق وجلس على الكرسي منزل راسه قام قال له الحلاق شعر ولا دقن قال الكسول دقن قال له الحلاق ارفع راسك قال الكسول لا خليها شعر.,Yemen
واحد مشي لي الدكتور يشكي ليهو قال ليهو والله ي دكتور جسمي مكسر و فتران جنس فتر الدكتور قال ليهو والله ما بتلحقني.,Sudan
في واحد تثاوب، قالت له زوجته: بالمر زانته فاتح فمك هاوش العيال.,
فما واحد مشا يزور في بوه في سبيطار قالو وينك بابا قالو اممممم قالو اش قالك طبيب قالو اممممم قالو وقتاش تخرج قالو امممم روح للدار قاتلو امو وينو بوك اش قالو طبيب قالها بابا انوقز و ما يجاوبش.,
واحد ﺣﻀﺮﻣﻲ ساكن في عزبة مع اصحابه.قفز من نووومه نص الليل  وهو يصيح. سالوه اصحابه وش فيك. رد عليهم: اعوذ بالله: (حلمت انني اغديكم على حسابي),Saudi
مرة واحد مصوراتي طلعله عفريت حمضه .,Libya
مرة أرنب جرى من قهوة علشان لاقى أنهم بيقدموا للناس السحلب المكار.,Egypt
قالتلهم وحدوا المقامات,
اذا سمعت حاجة تكسرت بالمطبخ وما ناض لا عياط لا دواسف اعلم ان امك صاحبة الفعلة......من بكري الدولة ماكاش ألي يحاسبها هههراك فاهم؟؟,
مرة مذيعة عملت عملية في ظهرها شالولها فقرة و حطوا برنامج .,Tunisia
"واحد المكلخة سخراتها ماماها قالت ليها هاك جيب لي 5 دراهم دقيق , يلاه البنت غاتخرج قالتليها تاني ها 5 دراهم واحدة خرا جيبي بها الزبدة , البنت مشات او هي ترجع لدار و سولاتها ماماها فين السخرة, وهي تقول ليها ماما فين 5 دراهم لينجيب بها الدقيق و فين ليغانجيب بها الزبدة .",Morocco
قط محشش وماشى يقول الله يلعنها هي ميو ولا نيو؟,Libya
قلك صاحب الصيدلية اشترى النعناع كي جا قالوا كاين النعناع قالو نعم قالوا لعجب عمري ماشفت صيدلية تبيع النعناع.,Algeria
مرة واحد يقلق مية في الساعة دّا قماش عند الخياط وقالوا: اسمع حاب ندير قندورة تكون مليحة يعني يكون الكول مصاوب وصغير والدرعين مايكونو طوال مايكونو قصار ومن تحت توصل حتى للكعب وعندك ادّيرلي جيب مانسحقّش ولكتاف مايكونوش عراض بزاف وصاوبها تحت الطوابق وأهم حاجة عندك ادّيرها محصورة انا ما نلبسش حاجة محصورة ولوكان درتها محصورة والله مانسلككهات لقماش هنا مانزيدش نجي عندك خلاص.,Algeria
مرة واحد مدرس رياضيات تزوج مدرسة رياضيات جابوا ولد شبه منحرف، وبنت دايرة على حل شعرها.,Libya
في واحد خبل شاف فلبيني قال:……..ابن اللذين شبعان نوم.,Qatar
واحد الطلاب كان يهدر مع وحدة سمينة قالها ‘اعطني الدراهم باش نشري الخبز راني يومين ما كليتش’ قاتلو’ راني حاسداتك على لاطاي نتاعك يرحم ابوك قولي شكون الطبيب اللي عطاك هدا الريجيم.,Algeria
مرة واحد سئله صاحبة قاله شن رائيك في السعادة ؟ قاله أحسن جلاطي في ليبيا,Libya
فما واحد حب يشق الطريق شوية جرح صبعوا.,
إن الابتسامة تمد الجسم بالطاقة الإيجابية التي تلزمه للإقبال على الحياة، وتعد النكت الجزائرية من أجمل النكت التي تبعث البهجة ومنها:,
واحد معكس ديما شاد الضد قالو ليه صحابو حيد ديك السنة لمسوسة هتسوس ليك السنان مشا عند الطبيب وبدا يقول ليه حيد ليا هادي وحيد هادي وحيد هادي خلا غير السنة لمسوسة وقال ليها بقيتي بوحدك وشوفي اش هتسوسي دابا.,Morocco
صعيدي راح عالكويت ورجع سألوه كيف الكويت قالهم دي كلها أنبياء نبي نروح نبي نجي نبي ناخذك,Libya
قالك في عيد الاضحى..واحد عنده ولد سحنــون..امشي الراجل اذبح الخروف و قال: للولد هي زود انفخها..قالك كيف يا بوي؟.. قاله انخفها زي الناس..امشي الولد ابدي ينفخ في الخـروف ..ايقوله ..ايوة انت يا خروف..الي عندك قرون..انت يا خروف يا زعيم يا الي عندك هلبة صــوف .. على اساس ينفخ فيـه .,Libya
كنت واقف في عزا وملخبط شوي جه راجل حكالي عضم الله أجركم رديت صحة وعافية.,
هدا واحد كان ماشي مع واحد بنت قتلو سماحلي نصقسيك قالها لا ماشي مرتابط قاتلو انا بااقي ما صقسيت قالة ادا كان الجواب مرتابط مع السؤال يمكنلم يتزو.,
البنت الجزائرية تدهن وجهها بالكريمات حتى تولي بيضة، وتتزوج وتجيب سنفور كحل، وتقولك: يا ربي لمن خرج هذا!! خرج الميزاجور القديم تاع يمه هههههههههه.,Algeria
قالك ثمة (حاشاكم) بهيم متعدي فالغابة يلقى الصيد متكي، الصيد كشاف البهيم هرب وولى يجري على قوة جهدو، البهيم استغرب لحكايا كفاش الصيد خايف وشد جرتو وقال اليوم نهارك يا صيد، وهوما يجريو الصيد يلقى حفرة نقز فيها البهيم لحقو و نقز حاتا هو في وسط الحفرة البهيم يلقاها بكلها صيودا، والصيد يقول: قلتلكم راني نجيبو خبش لا.,Tunisia
واحد كايقولوا ليه الحاج شلاظة .كعا من السمية.. مشا هاجر شي 30 عام باش انساو، رجع هوا يشوفوا واحد صاحبو قديييم، قال ليه واش نتا هوا الحاج بصلة اولا مطيشة، الحاج قال ليه تخلطها نخلط مك.,Morocco
محشش راح يكشف على اسنانه عند الدكتور قاله الدكتور عاوزلك تقويم قاله المحشش هجري والا ميلادي .,Yemen
امرأة في لحظة رومانسية تسأل زوجها: واش هي احب حاجة لقلبك ؟ قالها : المشوي!!! قالتلو : حبيت نقول من الكائنات الحية ؟؟ قلها : الخروف المسيلي !!! يديرو بيه واحد الشوا قالتلو: حبيت نقول من النسوان قالها:عمتي صفية الله يرحمها ، كانت تديرنا واحد الشوا ماكاش كيفو قالتلو: الله يجمعك بيها عن قريب و يدير بيكم شوا فجهنم الحمرا .,Algeria
واحد كريم اتزوج وحدة كريمة جابوا بنت عطوها هدية للجيران في رأس السنة.,Libya
فرنساوية وأنكليزية وعربية اتفقوا يخلوا رجالتهم يساعدوهم في شغل الحوش غابو على بعض شهر، بعدين تلاقوقالت الفرنساوية والله أول يوم باهي فرش الكريولة، ثاني يوم ساعدني في المطبخيعني ماشي حالهقالت الانكليزية والله أول يوم ناض دار قهوة، ثاني يوم غسل شخشيرهيعني بيمشي حاله مع الايامقالت العربية أول يوم ما شفت شي، تاني يوم ما شفت شي، ثالت يوم وليت نشوف بعيني اليمين شوية(يعني اعطاها طريحة).,Libya
وحدة قبل ما تسافر قالت لراجلها اتولهالي بالقطوسة متاعي كلمتو بعد ما سافرت باش تسألو شنحوالها ، قالها : ماتت اليوم ولات تبكي و قاتلو حرام عليك علاش هكا تصدمني ماو قلي اليوم راهي تلعب فوق السطح و غدوا قلي طاحت و تجرحت و بعد غدوا غدوا قلي راهي ماتت ..ربي يسامحك المهم شنحوال امي ؟ قالها : تلعب فوق السطح.,Tunisia
محشش كان ماشى فى الشارع لقى قشرة موزة قال ييييييييييييي هتزحلق تانى.,
قالك أوباما حاب يدهن البيت الأبيض الحصيلو جاب 3 مقاولين الأول صينى طالب 3 مليون دولار والثاني ألماني طالب 7 مليون دولار والثالث تونسي طالب10 مليون دولار الصينى قال 1مليون سلعة ومليون للخدامة ومليون أرباح ليا الألماني قال 3 مليون السلعة و 2 مليون الخدامة و2 مليون أرباح التونسي اتكا على أوباما وقاله 3 ليك و4 ليا و نعطو 3 للصيني تاو يدهنو .,Tunisia
كل ماجيت اطرد صورتك من خيالي شفتها في منامي( قرد ينطط قدامي ),Saudi
"زوج خاوة واحد دركي وواحد حفاف , الحفاف قال لأمه نوضني غدوة بكري , جات أمه ونوضتو. غلط الحفاف لبس اللبسة تاع خوه الدركي كيشاف فالمراية قال: إيه قولتلها نوضني نوضت خويا .",Algeria
واحد سألوه كيفاش نفرقو بين الذبانة الذكر و الذبانة الانثى  قالهم كانها ديمة لاصقة للمراية راهي ذبانة أنثى وكانها ديمة دايرة على الماكلة راهي ذبانة ذكر .,Tunisia
واحد مشى تيسول على صاحبه من مدة مشافو، دقفي باب الدار خرجت أمه، قالت ليه صيفتناه أولدي يشري اللحم شهرين هذهمبان، و قال ليها و شنو درتو قالت ليه الدجاج.,Morocco
الطفل للأستاذ: هل تعاقبني على عمل ما درتاش؟ .. الأستاذ: بالطبع لا!!الطفل: امالا راني ما درتش الواجب.,Algeria
قالك واحد جزائري لقى وحدة مصرية قالها واش مدايرا في حياتك؟ قالت له: أنا بقرا في الكلية (باللهجة المصرية) قالها: أنا ثور في السوناطراك.,Algeria
واحد دخل على مقهى طلب من الجرسون شاي ثقيل قاله الجرسون تعال احمله معاي,Saudi
واحد يجري يجري لتوة ماحبسش.,
هذو واحد الجوج مشاركين الحنوت واحد فيهم عروبي او لاخر شلح او ديما خدامين بجوج واحد النهار شعلات لهم العافية فالحانوت او ناظ العروبي كيجدب او كيبكي و غوت اهما اقول ليه شوف حسن منك الشلح ساكت او حدر راسو ملي مشاو قربو عندو او هما القاوه ميت ههه مات بالفقسة ديال الحانوت هههه.,Morocco
قالك زوج جيران واحد غني و الاخر فقير. الفقير عندوا المصباح السحري كل صباح يمسحوا يخرج العفريت,
واحد الشفار دخل لواحد الدار هي تشدو مولات الدار غلييييييظة و هي تجلس عليه و هي تعيط على ولدها مصطفى  عيط دابا لبوليس و هو يقول ليه داك الشفار سربي دغية أخاي مصطفى .,Morocco
نمله طاحت من عماره ليش ؟ تبي تفقع علبة سنتوب !,Saudi
واحد مسطول بيسألوه: أنت ساكن فين؟ قالهم: عارفين بيتهوفن؟ قالوا آه عارفينه! قالهم البيت اللي جنبه.,
مرة بنت اسمها نسرين اتخبطت في عمود كل نسر راح في حطه.,Libya
تزعه زته زته زبعه دزعه زبعه دزعه عرفتو وشو هذا؟؟ سوداني يرقم وحده!,
زوج جالس مع زوجته، قال لها: هل كذب عليكي في السابق، قالتله: كثيييييير، قال لها: لماذا إذن أنتي مستغربة هالحين؟؟,Yemen
عدني أذي دخل أحد المطاعم الخاصة بدحباشي وطلب واحد فول، وبعدما أنتهي من آكله سأل الدحباشي: كم تريد حق الفول، أجابه الدحباشي : 130 ريال ..مد العدني يده في جيبه وأخرج ال130 ريال ورماها على الأرض.. وتكرر المشهد 3 أيام متتالية. وفي اليوم الرابع دخل المطعم وما معاه صرافة فأعطى الدحباشي 250 ريال وقال له واحد فول، طبعا الدحباشي حب ينتقم منه فاحضر الباقي(120)ريال ورماهم على الأرض وقال له خذ الباقي، فاخرج العدني 10 ريال حجر من جيبه ورماه فوق ال 120) ريال وقال للدحباشي كمان واحد فول لو سمحت سفري,Yemen
قالك مرة وحد الراجل متزوج زوج نسا وحدة من ولاية ……ووحدة من ولاية…… وهوما ماشيين طريق طاحتلو السيارة اونبان. نزلت الاولى وقالتلو شوف بالاك لابوجي بالاك الموتور بلاك…بالاك..بالاك…قالت الثانية كيفاه هذي تفهم خيرمني زعما تفهم في كلش راحت للراجل وقالتو ..يا راجل شوف شوف بالاك نسيت البرمي علابيها طاحة اومبان,Algeria
نصراوي حرم الشاورما على بيته ليه لان سعرها 3,Saudi
"المهام اللي لازم تسويها الزوجة العاملة الراجعة من الدوام: غسل المواعين , كنس البيت, طبخ الاكل, تدريس الجهال , و طبعا تتمكيج و تتزين لرجلهاالمهام اللي لازم يسويها الزوج الراجع من الدوام: التأكد من قيام الزوجة بقائمة الاعمال اعلاه ثم :يتفرج الطوبة, و يتفرج حصاد الاخبار, ثم يتفرج القليل من الطوبة, ثم يليلها بتفرج الاخبار و اخيرا ينهي يومه ببعض المقتطفات الرياضية و الاخبارية",Saudi
واحد معا صاحبتو شرا ليها بولو واحد لوقت دازو من درب خاوي قالت ليه حنا بوحدنا دابا غتانم لفرصة هوا يخطف غادي ليها بولو وهرب واحد بدلو ليه القلب بقلب ديال بلاستيك واحد لوقت تزعط فبانيو.,Morocco
شارفا ماتت عمرها ماغسلات شعرها، مني بغاو يغسلوه ليها لقا القمل كايصلي صلاة الاستسقاء.,Morocco
في واحد حشاش يقسم راتبه اول الشهر و يقول 500 للاكل 500 للكهرباء 1000 اجار البيت 500 للحشيش . دق الباب وقالولو الشرطة افتح قام شق ال 500 تبع الحشيش .,Libya
