text,label
عشرة عرابجة يتمازحون ماتوا أربعة قالوا الباقين: خلاص عاد لا تنقلب جد.,joke
مرة واحد مهبول يسأل في واحد مهبول قلو ياخي ليوم سبت ولا الأحد قلو الاثنين قلو كيفاش جايين مع بعضهم.,joke
مرة واحد اهبل ماعندوش غير ضرسين بس راح مقدم على وظيفه عينوه خرامه في الشركة.,joke
حمصي عم يعبي استمارة توظيف وصل لعند الجنس قام كتب مرتين بالاسبوع.,joke
مجموعة من الأغبياء جالسين يرمون حجارة على الأسد كلهم هربوا إلا اثنين قالوا إحنا ما رمينا عليك طوب.,joke
اقرأ أيضًا: نكت زوجية مضحكة,not_joke
المعلم : ماهي الكلمة الذي يستخدمها التلاميذ عند السؤال؟ الطالب : لااعرف المعلم : أحسنت .,joke
في رمضان، واحد اتصل بـ شيخ وقاله: يا شيخ، استيقظت الظهر وأكلت ثم تذكرت إني صايم، فـ شنو علي؟، فرد الشيخ: عليك لعنة الله.,not_joke
مره في اثنين شبحوا خيمه وسرب ضئ الاول قال هدا عرس والتاني قال عزئ المهم عرس عزئ عرس عزئ المهم جاهم واحد احرف منهم قاللهم هدا عرس واحد ميت.,joke
نكت مضحكة,not_joke
شخص طويل اتجوز وحدة طوبلة خلفوا ولد طويل,not_joke
محشش يقول أحسن خمس أشياء بالدنيا ثلاثة: النوم والأكل!.,joke
فرخة انتحرت  وكتبت في وصيتها قبل ما تموت  ماجي سارت أهم مني.,not_joke
واحد نقاش بنته تعبت، راح سنفرها برا.,not_joke
اب كسلان قال لولدو الكسلان قوم افتح الباب لامك الابن: افتحلها انت مش هذي مرتك؟ الاب: قوم يا ولدي هذه امك الابن: و مرتك ثاني قوم انت افتحلها الاب: يا مرأة انتي طالق بالثلاثة… قوم ضرك افتح الباب لامك و رد بالك تقلي مرتك.,joke
طفل بعثاتو آمو يشري في الخبز طريق كامل وهو يقول تلاث خبزات ثلاث خبزات طاح في حفرة ولا يقول ثلاث دبزات ثلاث دبزات راح عند الخباز عطاه بثلاث دبزات .,not_joke
انوش شك في مرتو بلي تخن فيه. راقبها ودخل تحت السرير وبعد شوي جا عشيقهاوسألها شكون تحبي أكثر أنا ولا راجلك !!قالت بصرآحه : زوجي !وراجلها تحت السرير يبكي ويقول :والله غير صح بنت فاميليا,joke
"واحد خرج من مستشفى المجانين , يخدم حلاق , أيا جاء الزبون الأول , كي بدا يحففلو , سقصاه : تستحق وذنك ؟ الزبون يحسبوا يضحك معاه “اعتقد أنه يمزح ” : قالو لا , المهبول قطع أذن الزبون ورماها في الخارج , الزبون مات من الرعب , عاود سقصاه : تحتاج الأذن الأخرى ؟, الزبون قالوا برعب ايه , الحلاق قطعها واعطاهالو .",joke
"واحد امشي للدكان قاله و النبي صرفلي الدينار اربعة ارباع ,, قالهارباع ,, برا تو تلقاهم تحت الكوبري",joke
قالك وحدة تزوجت بواحد مشحاح ميجيب غير الخبز والبصل ايا وحد النهار جاب الخبز برك .قاتلوا مرتو وين راه البصل .قالها اه ياوحد الستوتة والفتى السقايط,joke
الحمار في فرح أسد فقال له الأسد بس أنا معزمتش حمير أيه اللي,not_joke
ماأحد جاوب قال المحشش الاسبوع فيه أحد والصحراء مافيها أحد.,not_joke
واحد صعيدي عنده ارق ما بينامش، واحد صاحبه قاله عد لحد 500 هتروح في النوم قاعد يعد النوم كبس عليه قبل ال٥٠٠ راح غسل وشه وقعد يكمل.,joke
عين النعامة تكون اكبر من حجم رأسها.,not_joke
بخيل واقف فى البلكونة.. لقى ابنه بينادى عليه.. وبيقوله بابا بابا بابا .. قاله ياغبى بابا واحدة كفاية.,joke
أغبى سؤال وصلني في فيسبوك واحد قالي _خوي علاش تكتب بالعربي  الله غالب خوي الماني و ناكر أصلي .,not_joke
واحد سكران وقع من الدور الثالث الناس اتلمت حوليه يسألوه في إيه قالهم معرفش أنا لسة نازل دلوقتي.,not_joke
زوج مهابل هربوا من مستشفى المجانين ركبوا سيارة الاول قال الثاني دور على اليمن قالوا الثاني دور انت راني نسوق .,joke
واحد غبي سقساوه واش تتمنى قلهم نتمنى يكون رمضان مثل كأس العالم يجي مرة كل 4 سنين وكل مرة في بلاد؟,joke
أفشل جهاز إكتشفوا الإنسان هو مجفف اليدين تحط تحتوا يديك نص ساعة باش تشيحهم في الأخر تمسحهم في سروالك و تخرج.,not_joke
نكت مضحكة جدا جدا جدا تموت من الضحك 2023 جزائرية,not_joke
مرة واحدة قالت لجوزها إهدي يا حبيبى كده وارجع زي زمان الراجل طلقها ورجع لأيام العزوبية.,joke
واحد بتعز أتصلت به زوجته وقالت له أين أنت لا جبرك ؟ قال لها موجود أيش في ؟ قالت بسرعة تعال .. الطيران يقصف قال لها ملة يقصفك ربي وانا لمو آجي مو أنا مضاد طيران ؟,joke
مرة واحد صعيدي شاف سمبوسك، قال الله هما الفراعنة عملوا هرم صغير.,joke
اربعه لا تصدقهم: ‏- البنقالي إذا قالكأنا سوي شغل ميه ميه- والمصري إذا قالالمسألة مش مسألة فلوس- والسعودي إذا قالك5 دقائق وانا عندك- واختنا في الله إذا قالتمحل واحد بس واطلع ‹☺›هہِهَہهَہهَہِہِهَہهَہهَہهَہهَہِ,joke
الأول : تجي نديرو آفاري ؟ .. الثاني : كيف ؟ .. الأول : أنتا تعطيني نص الفلوس اللي معاك وأنا ناخذ منك النص الثاني.,joke
واحدة في جنازة مراته عمال يضحك سألوه الناس بتضحك ليه قال لهم: بقالي 20 سنة متجوز أول مرة أعرف هي رايحة فين.,joke
واحد دخل صبعو في سطل ماء فرق كيف خرجوا ما لقاهوش ياخي غطس راسو يلوج عليه.,joke
واش غدا غدي نصومو وقولها ليا من الفوقالرجل اطلع السطاح وشاف الهلال ضاوي وقال لمرتو وكاين وشويا قال ليها ومكاينش وشويا قال ليها وكاين ومكاينش وطلعات المرا عندو لسطاح مني سمعاتو وكاين ومكاينش وهو يقول ليها ها هو هاهو وقالت لو مرتو الله يعطيك المسخ الهايع هداك راه غير لهلال ديال الصيدلية اللي في الحومة تيشعل وتيطفا  لعيالات عندهم الرجالة ونا عندي مصيبة مسلطة.,joke
واحد الاستاذ ديال الفيزيك سول واحد التلميذ مكلخ ماهي الوحدة  قال ليه المكلخ هي الطناش القديمة.,joke
زوج مهابل هربوا من مستشفى المجانين، وركبوا سيارة الأول قال للثاني دور على اليمن، قاله الثاني دور أنت راني نسوق.,joke
في قروي قال حقين الهاتف أغبياء ليش؟  طلع شريحة جوال عائلي وهو عزابي,joke
فقال ليها تتذكري محل المجوهرات المشينا ليهو قبل شهرين وشفنا فيه الغوائش العجبتك ديك.,not_joke
مرة غبي ماشى هو وصاحبته قالتله حى بابا ! قاللها ارزنى توا انقوله اختى !؟,joke
محشش قال لي مرته نكته قالت لي ههه بايخة قاليها ههه طالق.,not_joke
جاء جزايري للإمام قالوا راني عرست بمرأة فلقيتها عرجاء نردها لأهلها؟ فقالوا الأمام كانك مش تدخل بيها للرالي مش تسابق بيها ردها.,not_joke
مدرس في المرحلة الابتدائية سأل أحد الطلاب فيه طير يتكلم وأول حرف منه الباء ؟؟؟فيرد على طول الطالب : الببغاءفقال : ممتاز .. أيش إسمك؟يرد عليه الطالب: أحمديسئله المدرس: أبوك ايش يشتغل؟يرد الطالب: دكتور .. فيقول المدرس : شايفين أبناء الدكاتره كيف؟راح المدرس يعطي سؤال ثانيحيوان بطيء وأول حرف في اسمه السين ..؟؟؟يرد أحد الطلاب : سلحفاةيرد المدرس : ممتاز .. أيش اسمك؟؟ فقال : وائلسأله المدرس: أيش بيشتغل أبوك؟يرد الطالب: مهندس .. فيقول المدرس: شايفين أبناء المهندسين كيف؟بعدها يسأل المدرس السؤال الثالث : طائر له جناحين ويطير بسرعة و صياد .. ما هو ؟فيرد أحد الطلاب بسرعه : تمساحفيقول المدرس شايفين الغبي هذا ابن الغبي .. أيش اسمك ياغبي؟يرد الطالب : خلف .. سأله المدرس : أيش أبوك يشتغل ياغبي؟يرد الطالب ظابط بالمخابراترد المدرس : والله يا حبيبي هو التمساح لو يشد حيله شوي راح يطيــــر,joke
مرة واحدة ست عجوزة قالت لابنها روح اشترى 3 أرغفة عيش، واحد ليك، وواحد ليا، وواحد لابوك، بعد ما الواد نزل طلعت من البلكونة تنادي عليه يا محمد يا محمد رجع الرغيف الثالث أبوك مات.,not_joke
قالك واحد مهبول دايمن حاكم الحيط و حاط وذنو عليه ويسمع كي شافو الطبيب قالو”واش راك تسمع” قالو المهبول “اسمع بوذنك” كي حط الطبيب وذنو على الحيط قالو “ماراني نسمع والو”ايا قالو المهبول “هادي اللي راها مهبلتني.,joke
واحد كان يتبع في وحدة قالها واش بيك تجري واش راه وراك  قاتلوراه ورايا حمار.,joke
مرة خليلي وقع بحفرة، حدفوله حبل طلع مشنوق.,not_joke
واحد خوه مات ويبي يقول لمرت خوه من غير مايصدمها قاللها راجلك تزوج عليك قالتله ان شاء الله يخش عليا مكفن قال جيبوه ياشباب الامور طيبة.,joke
بخيل اشترى نصف كيلو تفاح عض التفاحة الأولى لقاها مسوسة، وعض الثانية لقاها مسوسة، قام طفى الكهرباء وأكل الثالثة.,joke
مرة واحد محشش طلع من البقالة يضحك، فقالوا: ليش تضحك؟ فقال: حاسبتهم وما شربت.,joke
ليه الغبي لما بينام بيفتح عين ويغمض العين التانية؟ علشان واخد نص حبة من البرشام المنوم.,not_joke
نكت مضحكة جدا جدا جدا تموت من الضحك 2024 تونسية,not_joke
مرة اتنين ستات عواجيز نفسهم يتجوزوا فراحوا النادي وقالوا اول ولد حيعدي حنقوله، و لما عدى واحد، واحدة منهم قالتله: تتجوزني يا امور! قالها: ده انا اتجوز كلبة ومتجوزكيش! التانية راحت قايلة: هوهو.,not_joke
وحده تقول لزوجها قوللي شي تثبت لي فيه أني أنا زوجتك قال لها: روحي وأنت طالق.,joke
واحد الفاسي قالو ليه بمناسبة عيد المرأة شنو غادي تهدي للمراة قالهم المرأة بالدجاج ولا باللحم,joke
مسطول قبضه ناس المرور قاله نمرة العربية القدام ماذي الورا، قاليهم طبيعي هو أسا وشكم ذي قفاكم.,joke
في واخد عنده دجاج ما ايدحيش بكل جاهم يوم متكنطي قال غدوة الي ما نلقهاش امدحية علي أقل خمسة دحيات بندبحها اليوم التاني جي شوف الأول القي تحتها ستة شاف التانية الي تختها سبعة شاف التالتة الي تحتها وحدة كيف جاب الموس بي ايجر علبها ابدت اتصيح اتقول له اني سردوووووووك سردوووووووك ديك مش دجاجة.,joke
محشش غمز زوجته وقال لها اطلبي من العيال أن يناموا، صرخت الزوجة اللي ينام سيأخذ 100 دينار، قام نام زوجها أول واحد.,joke
واحد سالوه كيفاش نفرقو بين الذبانة الذكر و الذبانة الانثى … قالهم كانها ديمة لاصقة للمراية راهي ذبانة انثى وكانها ديمة دايرة على الماكلة راهي ذبانة ذكر .,joke
اذا شفتوني متضايق لا تقولون ”اشفيك؟ “قولوا وين نوديك؟وين نعشيك!كم تشتي فلوس؟ارتقواوركزو ع الاخيره بارككم الله “̮.,joke
قالو في سودانيين كسلانين كسل مبالغة شغلوهم في محل بتاع موبليات بس ينومو ا في السرير دا والزبائن يجو يتفرجو قالو ليكم بعد اسبوع قالو عايزين اجازة,not_joke
في محشحش كل ما شاف البرق ابتسم ليِش؟؟؟؟يحسب احد يصورة,joke
ـ محشش وخويه دخلوا السينما مع بعض ولما قعدوا.. المحشش قال للثاني تتحداني أصفق الرجال اللي قدامنا على راسه قال أتحداك على 100 ريال .. فقام وصفقه على راسه وقاله : هلا  اخبارك يا خالد؟ طالعه الرجال وقاله : انا مو خالد فقاله : آسف ورجع،  بعد شوي قال لخويه تتحداني اضرب الرجال مره ثانية على راسه قاله اتحداك على 500  ريال فقام مره ثانية وضرب الرجال على راسه وقاله : خالد .. شخبارك ياخالد عصب الرجال وقال : ياخي انا مو خالد انت ماتفهم قاله : ياخي آسف بس شكلك من ورا نفس خالد المهم عصب الرجال وقام وغير مكانه.,not_joke
مرة واحد ابنه طلع من الأوائل شفروه.,not_joke
واحد تابع وحدة بطوموبيل ديالو طلعات ليه لقاها خايبة . قال ليها اش سميتك قالت ليه غزلان . قال ليها زيدي جهلي فيا .,not_joke
واحد غبي وقع أعطوه مرهم قالوا له ادهن مكان الإصابة فراح دهن السلم.,joke
دخل سجين جديد الى السجن فقال له مدير نتاع السجن : هدا سجن نمودجي  اي انوا نسمح لسجين بان يمارس العمل الدي كان يقوم به برا فاي مهنة كنت تمارسها خارج السجن فاجابه السجين : عساس نتاع الباب.,joke
كاين قرد يجري ورا نمالة وعلاش علا خاطر اسمها بنانة,not_joke
مرة واحد صدره ضاق عليه أعطاه لأخيه الأصغر,joke
رجل دق الباب على جدته، قالت له مين الطارق، قال لها حفيدك قالت له الجدة، كيف حتفيدني.,joke
زوجة تقول لزوجها أبغى تحضر لي معك بطاطس قال لها أبغى تحضر لي بطاطس، قالت له أنا أقول لك أبغى أن تحضر لي بطاطس ردد نفس الكلام مرة أخرى، قالتله ليش تردد نفس الكلام، فقالت أحبك يا روحي قال لها كم كيلو بطاطس تبغي.,not_joke
نملة بتتسبح كل يوم، سألوها ليش، قالت أبغي أصير بيضا.,joke
واحد راح يخطب لقي العروسة حاطة ليلونتي قال لها: تقبلي وكان جيب بلحية ملصقة بالسكوتش؟,joke
قالك واحد الجزار راح يخطب قالولو موالين الطفلة لازم تدفع 5ملاين فالعروس قاللهم علاش شحال للكيلو.,joke
هذا واحد الزقرام شرى قرعة ديال الزيت زيتون وقال لولدو متطيبوش منها غير شموها واحد النهار جا ولدو كيجري قال ليه با راه امي ماتت  جاوبوا  خلعتيني المصيبة يسحاب لي قرعة الزيت تدفقت.,joke
رباطابي خنق فى الاكل قال لبنتة ادينى موية قالت ليه شراب يا ابوي؟ قال ليها لا كبسولات,joke
واحد سأل رفيقه عارف أوفى حيوان؟، قال له الكلب، قال له لا النملة مرات الفيل يلي مات وفضلت تدفن فيه طول حياتها.,joke
واحد الشفار دخل لواحد الدار هي تشدو مولات الدار غلييييييظة و هي تجلس عليه و هي تعيط على ولدها: مصطفى !!!!!! عيط دابا لبوليس و هو يقول ليه داك الشفار: سربي دغية أخاي مصطفى.,joke
هذا واحد الشفار دخل لواحد الدار ناوي يشفرملي دخل لقا مرا او راجلها مزال فايقين قال للمرا شنو سميتك قالت ليه حليمة قال ليها حليمة سميت الميمة العزيزة كوني هانية ماغانقيصكش هو يسول رجالها أنت قاليه سميتي بوعزة ولكن كيعيطو عليا حليمة.,joke
هذا واحد مول الطاكسي مبوق مزيان غادي فالمدينة او هي تشير عليه واحد المرآ هو يوقف طل عليها من الشرجم او قال ليها فين غاديا أ لالة قالت ليه السوق اَسيدي هو يقول ليها سيري أوُ متعطليش.,joke
صعيدي في فندق حب يدخل الحمام سال واحده في ودنها التلاويت (تواليت) منين ؟ قالت له من الناحيه التانيه راح لودنها الثانيه وقال التلاويت منين ؟؟؟,joke
عربي وياباني وأمريكي تخاطرو اشكون يحرك ذيل فيل، الأمريكي بالاورديناتور والأسلحة ما نجم يعمل شي، الياباني بالكاراتي والتايكواندو النسمة مانجموش، جاء العربي وقال ميفل فيه كان الفلفل الحار حط للفيل ياخي الفيل حرك ذيله، ومن بعد تخاطرو اشكون يحرك رأس الفيل الياباني مانجمش والأمريكي زاده جاه التونسي، وقال للفيل أنا نعاودلك كيما بكري جاوبو الفيل براسو لالالالا.,joke
في غبي اتصل على مطعم قال عندكم عشاء؟ قالوا اية قال ليه ما عزمتوني.,joke
مدرس اتزوج مدرسة كتبوا الكتاب في السبورة.,joke
واحد مشى لأوطيل (فندق) وسولوهم: بشحال ليلة ف بيت كيطل على البحر؟ ، قالوا ليه: 600 درهم ، قال ليهوم خينا: وبشحال غادي تخليوها ليا إيلا حلفت ليكوم بالله ما نطل من الشرجم؟.,joke
قالك زوج جيران واحد غني و الاخر فقير. الفقير عندوا المصباح السحري كل صباح يمسحوا يخرج العفريت يقولوا شبيك لبيك اطلب كل شيئ بين يديك الفقير يقولوا اعطيني كاس شاي شافوا الغني و حسدوا على المصباح السحري و بغى يديلوا المصباح قالوا نعطيلك الفيلا و السيارة واعطيني المصباح الفقير قبل بالمقايضة . مسح الغني المصباح وخرجلوا العفريت قالوا شبيك لبيك كل شيئ بين يديك قالوا بغيت فيلا على شاطئ البحر,joke
فيه منديل يمشي ليه؟ نملة متزوجة.,joke
واحد مجنون بالرسوم المتحركة مات باباه كتبلوا في قبروا the end.,joke
هذا واحد السويدي..مريض بالقلب..و خاصه قلب جديد..إيوا جا للمغرب..تلاقى بشمكار..قاله : هاك 10 د المليون و بيع لي قلبك أنت حياتك ضايعة..ضايعة..جاوبه الشمكار..زعم أ صاحبي..هاك الدوارة كاع.,joke
واحد مشا مع دريا لسينما بالعلم ديال مها… مني بدا لفيلم طفا الضو… دريا كتبكي.. قال ليها مالك.. قالت ليه قالت ليا ماما سيري ومتباتيش .,joke
تكرونية قالت لخويتها اسم صديقي يبدأ بحرف الألف، قالت لها: أهمد؟ قالت: لا أبودي.,not_joke
الاول للثانى كم انا سعيدا بان اخى بدا المشى منذ اسبوعان الثانى والى اين وصل,not_joke
فما واحد عندو لحجر في الكلاويشرب الزهر ياخي برى خاطر الزهور اكسر الحجر.,joke
الجد قال لحفيده: نوض تخبى دغيا حيت مدير المدرسة جاي عندنا أو نتا ما مشيتش المدرسة هاد النهار، الولد: نتا لي سير تخبى، راني قلت ليهم جدي مات باش نغيب، المدير جاي يعزي.,joke
ما هي اشهر النكت؟      ﻣﺮه واﺣﺪ ﺑﻴﺤﺸﺶ ﺑﻴﻘﻮل ﻟﺼﺤﺒﻪ اﻣﺒﺎرح ﺟﻴﺖ اﺳﺤﺐ ﻧﻔﺲ..  ﻗﺎﻟولي ﻣفيش ‫رﺻﻴﺪ.,not_joke
لماذا لوفي لا يجيد السباحة لأن زورو أفضل منه.,joke
واحد راح يخطب هو والاهل تاعه كي شاف العروسة ما عجباتوش قال للاهل تاعها ماعنديش الصداق وما عنديش حق الدهب وعندي عامين ما خدمتش وما عنديش دار والفقر حاكمني من كل جهة  قالو باباها يا وليدي نورمال حنا يهمنا الهنا والسترة وإن شاء الله من بعد العرس تتحسن حوالك المهم نقراوا الفاتحة قالو ما رانيش حافظها.,joke
"-كاين واحد الراجل أموشم قارة إفريقيا على كرشو, أيا واحد الخطرة مرض من كرشو و باقية تسطر عليه بزاف أداووه مسكين حاصل للسبيطار, كي لحق عند الطبيب, كسلوه فوق السرير و من بعد سقساه الطبيب: واش بيك ؟ قالو المريض: أأأأأه ه ه… كرشي دوكدور دايرا في.. حالة نحالو الطبيب لقمجة و بدا يقلب فيه و من بعد سقساه: وين تحس بالسطر إكزاكت ؟ قالو المريض: حدا الزيمبابوي ..!!!",joke
وحدة حمصية قالها أبوها إجاكي أخ صغير قالتو بذمتك  لا تقول لأمي خليها مفاجئة.,joke
وحد السيد ناض من الرقاد فتح عينيه لقى گلشي حمر قدامو ، شاف فالگوفيرطا لقاها حمرة شاف فالبلافو لقاه حمر شاف في شورتو لقاه حمر شاف فالخزانة لقاها حمرة فتح السگايب بانلو حمر دخل للدوش لقاه حمر غسل بالما بانلو حمر أمو بانتلو حمرة سقساها قاتلو راني نشوف فيگ تشوف في گلشي حمر شاف المراية لقاها حمرة زاد شاف روحو فيها لقى روحو حمر راح للبحر بانلو حمر دخل ل لابريغاد بانتلو حمرة راح لعند خوالو بانولو حمر شاف الگلب تع صاحبو بانلو حمر .,not_joke
قال زوج لزوجته لو كنت في الهند لعبدك الناس هناك قالت الزوجة هدا لاني جميلة قال الزوج بل لانك بقرة.,not_joke
مرة واحد كان قدام البحر هو و حبيبته ..ايا قاتلو”فاش يفكرك غروب الشمس ” قالها “برجوع قرانديزر الى القاعدة .,not_joke
واحد أهبل يسأل واحد : الساعة كم ؟ رد عليه : الساعة عشر وعشرة، قاله: يا خوي قول الساعة عشرين و ريحني.,joke
فما واحد سكران شد يضرب في راسو عالحيط ويقول ياربي شنوة نسيت تعدى واح وقالو يا صبري بره روح للدار خيرلك راو الحاكم جاي ولا قال ايوا سي صا صبري اسمي صبري.,joke
طفل صغير كيضربو باباه بزاف قال لماماه..   ماما بابا عندو عائلة ؟؟   قاتلو ايه عندو باباه ويماه وخوتو وخواتاتو….علاش ؟؟؟   قاللها…وعلاش مخلينو عندنا ؟؟؟,joke
واحد شمايتي حكمين عليه بالاعدام نهار التنفيذ جابو معاه واحد آخر باش ينفذو عليه حكم الإعدام هو لآخر سألوهم قالوا,joke
تلميذ جزائري منذ ان درس قام بتجربتين فقط اليذرة والانتاش غرس الفول والعدس واللوبيا في قوطي دانون المصباح والبطاريه.,not_joke
مسطول دخل محل بقالة وخرج يضحك سألوه بتضحك ليه قال لهم عطيته جنيه وما اشتريت شيء.,not_joke
واحد من بلدياتنا اشترى مرايةالصبح مراته بصت فيها و فضلت تعيطراحت للعمدة و قالتله يا عمدة جوزي اتجوز عليفقال لها العمدة تعالي نروح  نتأكدفراح و بص في المراية و قال ده جاب عمدة تاني كمان,joke
واحد الغاشي ما يفهمو والو..يعني حابسين مثلا الكوكاو اللي بالقشور يكتبولهم عليه عبارة’ اضغط هنا ‘التقاشر مكتوب عليهم ‘يمين شمال’ البنان مكتوب عليه ‘يؤكل من الداخل’ الياوورت مكتوب فيه من الاسفل’ انتهى ‘ العلبة نتاع التونة مكتوب عليها ‘لاتخف انه ميت .,not_joke
"في واحد شري خروف العيد,,, رو�� بيه للحوش ولما بينزله من السيارة قعد ينادي يا جمعة يارجب ياخليفة يا مسعود… قاله الخروف تباهي شهدرت بيا توا ننزل بروحي",joke
مصـري محشش مسـكوه المـرور ..قـآلوا له : الرخصه والاستماره لو سمحت ..قـآل المصري : أمشي يللا .. رخصة أيه واستمارة أيه ! ( معـآك مصطفى آل سعود .,joke
واحد المرأة ركبت فالطاكسي وبقات كل مرة كتحرزق كتحزق حتى ضبب الزجاج. وهي تقول لمول الطاكسي : ولدي راه الزجاج مضبب. .قالها : تزيدي حزيقة تصب الشتاء .,not_joke
– اثنين ساكنين في خيمة و راقدين على ظهورهم في الليل شاف الأول في السماء و قال للثاني وش تشوف ؟ قال اشوف نجوم كثيرة ، قال هذا وش يدل علية ؟ قال الثاني : ان فيه مجرات وكواكب غيرنا في هالكون . قال الأول هذا يدل ان سقف خيمتنا انسرق ياغبي .,joke
قالك جزائري و فرنسي و صيني طلعوا في الجبل ثم قال الجزائري السلام عليكم فرد عليه الجبل السلام عليكم ثم قال الفرنسي سالووووو فرد عليه سالووووو ثم قال الصيني قال هانتشون شين فقال له الجبل عاود و الله ما فهمتك.,joke
الولد لأبنه نسكر التلفزيون الإبن لا لا خليه مردود.,joke
غبي اشترى تاكسي بمجرد ما الناس يشاورون ليه يقولهم أعرف والله أعرف.,joke
واحد عزي لابس لكحل وراكب مرسيدس بيضا وقف علا وحدة قال ليها كيجيتكقالت ليه كيكوكا فالثلاجة .,joke
محشش دخل صيدلية قال للرجل : عندك شريط بندول ، قال الصيدلي: ايه عندي ، قال المحشش : حطه خلينا نسمعه !!!,joke
نعرف واحد بطل الدخان على خاتر صاحبتو كي تفارقو هو ربح صحتو وهي بقات بايرة.,not_joke
فار يجر اسد ميت .!!!! شاف الحيوانات تصفق له . قام قال : انا اذا عصبت ما أرحم ..!!!,joke
واحد مرتو راح تزيد طفل قال لها نسميوه خير الله قات له: هي اها نسميه خير الدين كي ولدت جابت طفل صغير خلاص قات له: واش نسميوه قال لها: نسميوه خير من ماكانش.,joke
واحد مسطول دخل ع أهله وهو حالق شنبه قالهم تصدقوا والله معرفتكم.,joke
الشرطي يسأل في السارق بربّي كيفاش نحّيت السطوش وهو في جيب الفيستة متاع الراجل و مسكّر من الداخل بسلسلة ؟,not_joke
هادي واحد المرا طيبات لراجلها النهار اللول ملوخية النهار التاني طيبات ليه خبيزة > النهار التالت طيبات ليه السبانخ > النهار الرابع سولات راجلها: أشنو نطيب ليك اليوم؟ قال ليها: أبلا ما تعدبي راسك، غادي نمشي نسرح بوحدي,joke
( مازال ماشفتي شي بنعيشك معاي ملكه ) + ليبي باعت لحبيبته جني رصيد 🙂!,joke
وحدة كسولة متزوجة واحد كسول، في مرة رجعت من الشغل قالتله عصمان افتحلي الباب، قالها: بهية متكاسل أقوم اعتبري نفسك طالق، صارت تبكي وتقول: يا ليتني طلعت المفتاح من الشنطة.,joke
واحد قالت لراجلها حلمت البارح شريتي ليا لبسة واعرة وقال ليها اليوم حلمي راسك لابساها .واحد راسو كبير ديما واحد لبرهوش كايقول ليه ناري كون كنتي ملك ديما .. واحد نهار شدو قال ليه اش هايطرا كون كنت ملك.. قال ليه الدرهم هاتكون قد الصينية .,joke
واحد مجنون عيط في البرتابل نيمرو في الزهر، جاوبت وحدة قالها هذا النميرو نتاع محمد قاتلوا لالا قالها مالا وعلاه تريبوندي.,joke
راجل سأل زوجته قال لها: وصفيلي الثقة نتاعك فيا؟ قالت له: الثقة نتاعي فيك بحال ثقتي في الكاسرونة نتاع الحليب نبقى مقابلنها ساعة فوق الفورنو وما تفيضش غير ندور وجهي دقيقة برك تفيض تبا تبا.,not_joke
قلك وحد المرة الزوجة قالت لزوجها اليوم عيد ميلادي وراني باغية جيبلي كادو كي نشوفو يشعل قلبي ذهب الزوج للعمل وفي المساء عطالها علبة ففرحة الزوجة وعندما فتحتها وجدت باتري تاع طونوبيل .,not_joke
واحد لعروبي ضراتو كرشو بزاف مشا عند الطبيب قالية اش كليتي ..قاليه بيمو ديال الدجاج ..جا يشوف لقاه واكل كنور.,joke
بطة راحت للبقال وسألته هل تبيع العنب قال لها لا، رجعت تاني هل عندك عنب قال لها لا ، رجعت للمرة الثالثة وهنا هددها البقال أن يقوم بربطها في المحال، عادت المرة الرابعة سألته هلى عندك حبل، قال لها لا ، فقالت طيب هل عندك عنب.,joke
رقّاصة طلعت وراسها كله جروح ليه ؟ حضارم ينقطونها بالعمله المعدنيه,joke
واحد يمشي هو وصاحبه لقى قفلة قاله صاحبه: اعطهالي ادا ما تستحقهاش، قالو: لا لا راني حاب ندبرلها سروال.,joke
قالك مرة واحد بخيل طاحلو دينار من الطابق الأخير نزل يفتش عليه مالقاهش علاه؟ .. وصل قبله .,joke
فإن دجاجة سربت بيضة مسلوقة بعد أن استهلت ماء ساخنا.,not_joke
"زوج قاعدين قدام مراية يتكيفو في الكيف قال واحد شكون هادوك الي مقابلينا قام صاحبو قالو آني رايح نسألهم شدو صاحبو قالو أقعد آهو واحد منهم جاي .واحد دخل للقهوة وقال للقهواجي: عندك قهوة باردة؟ يقولو: لا , زاد جاه غدوة وقالو كيما المرة اللولة ورد عليه:لا, وعاد كل يوم يقولو: عندك قهوة باردة؟ واحد النهار قال القهواجي: والله نوجّدلو قهوة باردة قبل ما يجي,ومبعد ساعة جا الزبون وقال: عندك قهوة باردة؟ قالو: نعم, قال: سخّنها وجيبهالي .",joke
واحد رفع قضية وقعت عليه.,joke
قلك واحد النهار واحد دخل لصيدلية ليشتري النعناع قالو راي صيدلية ماشو مرشي قلك عاود دخلوا قالو اعطيني النعناع قالو يا ولدي راي صيدلية ماشو مرشي,joke
واحد تكسرلو لفابو فالليل ناض يسقموا هوا و مرته شدتله الضو بش تضوي تحت اللفابو، معرفش قالتله: شد الضو هات أنا نسقمه، و سقمتها، قالها: شفتي لازم نعلمك تشدي الضو.,not_joke
